,Unnamed: 0,movie_id,original_title,Release_year,revenue,tags
2756,2757,1251,Letters from Iwo Jima,2006,68673228,"action adventur drama kenwatanab kazunarininomiya tsuyoshiihara dreamworksskg amblinentertain malpasoproduct japan unitedstatesofamerica worldwarii cave dyinganddeath the stori of the battl of iwo jima between the unit state and imperi japan dure world war ii, as told from the perspect of the japanes who fought it. clinteastwood"
2757,2758,5172,The Astronaut Farmer,2006,11130889,"adventur comedi drama billybobthornton virginiamadsen maxthieriot polishbrothersconstruct unitedstatesofamerica nasa texa dream texan charl farmer left the air forc as a young man to save the famili ranch when hi dad died. like most american ranchers, he owe hi bank. unlik most, he' an astrophysicist with a rocket in hi barn - one he' built and want to take into space. it' hi dream. the fbi put him under surveil when he tri to buy rocket fuel, and the faa stall him when he file a flight plan – but charl is undeterred. michaelpolish"
2793,2794,6217,Cat People,1982,0,"drama fantasi horror nastassjakinski malcolmmcdowel johnheard universalpictur rkopictur unitedstatesofamerica shotgun attack lingeri after year of separation, irina (nastassja kinski) and her minist brother, paul (malcolm mcdowell), reunit in new orlean in thi erot tale of the supernatural. when zoologist captur a wild panther, irina is drawn to the cat -- and the zoo curat (john heard) is drawn to her. soon, irina' brother will have to reveal the famili secret: that when sexual aroused, they turn into predatori jungl cats. paulschrad"
2794,2795,26688,Sorority Row,2009,27206120,"horror mysteri thriller rumerwilli brianaevigan jamiechung summitentertain karzentertain unitedstatesofamerica femalenud graduat serialkil when five soror girl inadvert caus the murder of one of their sister in a prank gone wrong, they agre to keep the matter to themselv and never speak of it again, so they can get on with their lives. thi prove easier said than done, when after graduat a mysteri killer goe after the five of them and anyon who know their secret. stewarthendl"
2795,2796,43867,The Prisoner of Zenda,1937,0,"adventur drama romanc ronaldcolman madeleinecarrol raymondmassey unitedartist selznickinternationalpictur unitedstatesofamerica kidnap coron villain an englishman on a ruritarian holiday must imperson the king when the right monarch, a distant cousin, is drug and kidnapped. johncromwel"
2796,2797,6615,Lars and the Real Girl,2007,11293663,"comedi romanc drama ryangosl emilymortim paulschneid sidneykimmelentertain metro-goldwyn-mayer(mgm) larsproduct unitedstatesofamerica garag lonewolf dyinganddeath sometim you find love where you'd least expect it. just ask lars, a sweet but quirki guy who think he' found the girl of hi dream in a life-s doll name bianca. lar is complet content with hi artifici girlfriend, but when he develop feel for margo, an attract co-worker, lar find himself lost in a uniqu love triangle, hope to somehow discov the real mean of true love. craiggillespi"
2798,2799,16,Dancer in the Dark,2000,40031879,"drama crime music björk catherinedeneuv davidmors finelinefeatur zentropaentertain danmarksradio(dr) argentina denmark finland individu danc usa selma, a czech immigr on the verg of blindness, struggl to make end meet for herself and her son, who ha inherit the same genet disord and will suffer the same fate without an expens operation. when life get too difficult, selma learn to cope through her love of musicals, escap life' troubl - even if just for a moment - by dream up littl number to the rhythmic beat of her surroundings. larsvontri"
2809,2810,2105,American Pie,1999,235483004,"comedi romanc jasonbigg chrisklein thomasiannichola universalpictur summitentertain newmarketcapitalgroup unitedstatesofamerica graduat innoc comingofag at a high-school party, four friend find that lose their collect virgin isn't as easi as they had thought. but they still believ that they need to do so befor college. to motiv themselves, they enter a pact to all ""score."" by their senior prom. chrisweitz"
2814,2815,154,Star Trek II: The Wrath of Khan,1982,96800000,action adventur sciencefict williamshatn leonardnimoy deforestkelley paramountpictur unitedstatesofamerica ussenterpris genesi asteroid admir jame t. kirk is feel old; the prospect of accompani hi old ship the enterpris on a two week cadet cruis is not make him feel ani younger. but the train cruis becom a a life or death struggl when khan escap from year of exil and captur the power of creation itself. nicholasmey
2816,2817,860,WarGames,1983,79567667,"thriller sciencefict matthewbroderick dabneycoleman allysheedi unitedartist sherwoodproduct unitedstatesofamerica videogam artificialintellig fbi high school student david lightman (matthew broderick) ha a talent for hacking. but while tri to hack into a comput system to play unreleas video games, he unwittingli tap into the defens department' war comput and initi a confront of global proportions! togeth with hi girlfriend (alli sheedy) and a wizardli comput geniu (john wood), david must race against time to outwit hi opponent...and prevent a nuclear armageddon. johnbadham"
2820,2821,3179,Beavis and Butt-Head Do America,1996,0,"anim comedi mikejudg brucewilli demimoor paramountpictur geffenpictur mtvfilm unitedstatesofamerica washingtond.c. casino hotel mike judge' slacker duo, beavi and butt-head, wake to discov their tv ha been stolen. their search for a new one take them on a clueless adventur across america where they manag to accident becom america' most wanted. mikejudg"
2858,2859,3635,Girl with a Pearl Earring,2003,31466789,"drama romanc scarlettjohansson colinfirth cillianmurphi wildbearfilm archerstreetproduct deluxproduct unitedkingdom luxembourg painter biographi paint thi film, adapt from a work of fiction by author traci chevalier, tell a stori about the event surround the creation of the paint ""girl with a pearl earring"" by 17th centuri dutch master johann vermeer. a young peasant maid work in the hous of painter johann vermeer becom hi talent assist and the model for one of hi most famou works. peterwebb"
2860,2861,6020,Sorority Boys,2002,0,"comedi barrywatson michaelrosenbaum harlandwilliam touchstonepictur unitedstatesofamerica soror crossdress univers three friend who head the social committe in a frat house, call kok (kappa omicron kappa), are charg with steal money their fratern ha been save for a cocktail cruis at the end of the semester, the one that guarante them a spot at a veri high pay company. wallacewolodarski"
2887,2888,327,Brother,2000,15250000,"crime drama thriller takeshikitano omarepp claudemaki bandaivisualcompani officekitano tokyofmbroadcastingco. unitedkingdom japan unitedstatesofamerica brotherbrotherrelationship assassin cultureclash a japanes yakuza gangster’ deadli exist in hi homeland get him exil to lo angeles, california, where he is taken in by hi littl brother and hi brother’ gang. thi is the first english film by takeshi kitano. takeshikitano"
2900,2901,50601,5 Days of War,2011,17479,"war drama rupertfriend valkilm andygarcía midnightsunpictur dispictur georgiainternationalfilm unitedstatesofamerica journalist interpret georgiaeurop an american journalist and hi cameraman are caught in the combat zone dure the first russian airstrik against georgia. rescu tatia, a young georgian schoolteach separ from her famili dure the attack, the two report agre to help reunit her with her famili in exchang for serv as their interpreter. as the three attempt to escap to safety, they witness--and document--th devast from the full-scal crossfir and cold-blood murder of innoc civilians. rennyharlin"
2904,2905,107,Snatch,2000,83557872,"thriller crime jasonstatham bradpitt vinniejon columbiapicturescorpor screengem skafilm unitedkingdom unitedstatesofamerica gypsi bareknucklebox slang the second film from british director guy ritchie. snatch tell an obscur stori similar to hi first fast-pac crazi character-collid fill film “lock, stock and two smoke barrels.” there are two overlap stori here – one is the search for a stolen diamond, and the other about a box promot who’ have troubl with a psychot gangster. guyritchi"
2913,2914,907,Doctor Zhivago,1965,111858363,drama romanc war omarsharif juliechristi geraldinechaplin metro-goldwyn-mayer(mgm) itali unitedstatesofamerica lovetriangl nurs suicideattempt doctor zhivago is the film adap of the russian novel by bori pasternak from director david lean that wa an intern success and today deem a classic. omar sharif and juli christi play two protagonist who in fact love each other yet becaus of their current situat cannot find a way be together. davidlean
2923,2924,1817,Phone Booth,2002,97837138,"thriller drama colinfarrel kiefersutherland forestwhitak fox2000pictur unitedstatesofamerica terrorist phonebooth psychopath a slick new york publicist who pick up a ring receiv in a phone booth is told that if he hang up, he'll be killed... and the littl red light from a laser rifl sight is proof that the caller isn't kidding. joelschumach"
2943,2944,766,Army of Darkness,1992,0,"fantasi horror comedi brucecampbel embethdavidtz marcusgilbert universalpictur renaissancepictur metro-goldwyn-mayer(mgm) unitedstatesofamerica propheci witch swordplay a man is accident transport to 1300 a.d., where he must battl an armi of the dead and retriev the necronomicon so he can return home. samraimi"
2945,2946,1587,What's Eating Gilbert Grape,1993,30000000,"romanc drama johnnydepp leonardodicaprio juliettelewi paramountpictur unitedstatesofamerica brotherbrotherrelationship mentallydis iowa gilbert ha to care for hi brother arni and hi obes mother, which get in the way when love walk into hi life. lassehallström"
2955,2956,1590,Copying Beethoven,2006,0,"drama edharri dianekrug matthewgood sidneykimmelentertain anomalyentertain germani unitedstatesofamerica beethoven womandirector a fictionalis explor of beethoven' life in hi final day work on hi ninth symphony. it is 1824. beethoven is race to finish hi new symphony. however, it ha been year sinc hi last success and he is plagu by deafness, loneli and person trauma. a copyist is urgent need to help the composer. a fiction charact is introduc in the form of a young conservatori student and aspir compos name anna holtz. the mercuri beethoven is skeptic that a woman might becom involv in hi masterpiec but slowli come to trust in anna' assist and in the end becom quit fond of her. by the time the piec is performed, her presenc in hi life is an absolut necessity. her deep understand of hi work is such that she even correct mistak he ha made, while her passion person open a door into hi privat world. agnieszkaholland"
2962,2963,24137,An Ideal Husband,1999,18535191,"drama comedi romanc cateblanchett minniedriv ruperteverett miramaxfilm pyramideproduct unitedkingdom unitedstatesofamerica sir robert chiltern is a success govern minister, well-off and with a love wife. all thi is threaten when mr cheveley appear in london with damn evid of a past misdeed. sir robert turn for help to hi friend lord goring, an appar idl philander and the despair of hi father. gore know the ladi of old, and, for him, take the whole thing pretti seriously. oliverpark"
2965,2966,62,2001: A Space Odyssey,1968,68700000,"sciencefict mysteri adventur keirdullea garylockwood williamsylvest stanleykubrickproduct metro-goldwyn-mayer(mgm) unitedstatesofamerica unitedkingdom moon jupit artificialintellig human find a mysteri object buri beneath the lunar surfac and set off to find it origin with the help of hal 9000, the world' most advanc super computer. stanleykubrick"
2974,2975,489,Good Will Hunting,1997,225933435,"drama robinwilliam mattdamon benaffleck miramaxfilm lawrencebenderproduct begentlemenlimitedpartnership canada unitedstatesofamerica basebal boston professor will hunt ha a genius-level iq but choos to work as a janitor at mit. when he solv a difficult graduate-level math problem, hi talent are discov by professor gerald lambeau, who decid to help the misguid youth reach hi potential. when will is arrest for attack a polic officer, professor lambeau make a deal to get lenienc for him if he will get treatment from therapist sean maguire. gusvans"
2978,2979,1588,Bring It On,2000,90449929,"comedi kirstendunst jessebradford elizadushku beaconcommun unitedstatesofamerica cheerlead sport highschool the toro cheerlead squad from rancho carn high school in san diego ha got spirit, spunk, sass and a killer routin that' sure to land them the nation championship trophi for the sixth year in a row. but for newly-elect team captain, the toros' road to total cheer glori take a shadi turn when she discov that their perfectly-choreograph routin were in fact stolen. peytonre"
2987,2988,1970,The Grudge,2004,183474602,"horror mysteri thriller sarahmichellegellar jasonbehr cleaduval ghosthousepictur vertigoentertain senatorintern japan unitedstatesofamerica malenud nurs japanes american nurse, karen davi move to tokyo and encount a veng supernatur spirit known as the grudg that often possess it victims. when a seri of horrifi and mysteri death occur – with the spirit pass it curs onto each victim - karen must find away to break the spell befor she becom the spirit' next victim. takashishimizu"
2990,2991,1648,Bill & Ted's Excellent Adventure,1989,40485039,"adventur comedi sciencefict keanureev alexwint georgecarlin orionpictur unitedstatesofamerica jealousi journeyinthepast sigmundfreud in the small town of san dimas, a few mile away from lo angeles, there are two nearli brain dead teenag boy go by the name of bill s, preston esq. and ted theodor logan, they have a dream togeth of start their own rock and roll band call the ""wyld stallyns"". unfortunately, they are still in high school and on the verg of fail out of their school as well, and if they do not pass their upcom histori report, they will be separ as a result of ted' father send him to militari school. but, what bill and ted do not know is that they must stay togeth to save the future. so, a man from the futur name rufu came to help them pass their report. so, both bill and ted decid to gather up histor figur which they need for their report. they are hope that thi will help them pass their report so they can stay together. stephenherek"
3011,3012,227,The Outsiders,1983,33697647,"crime drama mattdillon ralphmacchio c.thomashowel americanzoetrop warnerbros. unitedstatesofamerica streetgang children'shom comingofag when two poor greasers, johnny, and ponyboy are assault by a viciou gang, the socs, and johnni kill one of the attackers, tension begin to mount between the two rival gangs, set off a turbul chain of events. francisfordcoppola"
3041,3042,328425,The Gift,2015,58978653,"thriller mysteri jasonbateman rebeccahal joeledgerton blumhouseproduct blue-tonguefilm huayibrothersmedia unitedstatesofamerica detect stalker gift a husband and wife tri to reinvigor their relationship but their live are threaten by a ""friend"" from the husband' past who hold a horrifi secret about him, send their world into a tailspin. joeledgerton"
3044,3045,1542,Office Space,1999,12827813,comedi crime ronlivingston jenniferaniston davidherman twentiethcenturyfoxfilmcorpor cubicleinc. unitedstatesofamerica suburbia downsiz softwareengin three offic worker strike back at their evil employ by hatch a hapless attempt to embezzl money. mikejudg
3051,3052,3472,Dirty Pretty Things,2002,0,"crime drama thriller chiwetelejiofor audreytaut sergilópez miramaxfilm bbcfilm celadorproduct unitedkingdom londonengland prostitut hotel an urban hotel in london is a gather and flash point for legal and illeg immigr attempt to cobbl togeth their live in a new country. the immigr includ senay, a turkish woman, and a nigerian doctor name okw who is work as a night porter at the hotel. the pair discov the hotel is a front for all sort of clandestin activities. their onli wish is to avoid possibl deportation. okw becom more entangl in the go on when he is call to fix a toilet in one of the rooms. he discov the plumb ha been clog by a human heart. stephenfrear"
3056,3057,73,American History X,1998,23875127,"drama edwardnorton edwardfurlong beverlyd'angelo newlinecinema theturman-morrisseycompani savoypictur unitedstatesofamerica usa neo-nazi prison derek vineyard is parol after serv 3 year in prison for kill two thug who tri to break into/st hi truck. through hi brother, danni vineyard' narration, we learn that befor go to prison, derek wa a skinhead and the leader of a violent white supremacist gang that commit act of racial crime throughout l.a. and hi action greatli influenc danny. reform and fresh out of prison, derek sever contact with the gang and becom determin to keep danni from go down the same violent path as he did. tonykay"
3072,3073,2088,Romeo Is Bleeding,1993,3275585,action crime drama garyoldman lenaolin annabellasciorra workingtitlefilm polygramfilmedentertain hilaryhenkin unitedkingdom unitedstatesofamerica policeoper sexaddict polic a corrupt cop get in over hi head when he tri to assassin a beauti russian hit-woman. petermedak
3074,3075,1640,Crash,2004,98410061,"drama sandrabullock doncheadl mattdillon blackfriarsbridgefilm yarifilmgroup bobyariproduct germani unitedstatesofamerica racepolit daughter instal lo angel citizen with vastli separ live collid in interweav stori of race, loss and redemption. paulhaggi"
3094,3095,1989,My Blueberry Nights,2007,21786738,"drama romanc norahjon judelaw natalieportman block2pictur jettoneproduct studiocan china franc hongkong usa kaffeehau poker elizabeth ha just been through a particularli nasti breakup, and now she' readi to leav her friend and memori behind as she chase her dream across the country. in order to support herself on her journey, elizabeth pick up a seri of waitress job along the way. as elizabeth cross path with a seri of lost souls. wongkar-wai"
3107,3108,5072,Severance,2006,0,"horror comedi thriller dannydy lauraharri tobystephen qwertyfilm danfilm isleofmanfilm unitedkingdom germani hungari willtosurv killer forcedretir member (danni dyer, laura harris, tim mcinnerny) of the palisad defens corp. sale group arriv in europ for a team-build exercise. a fallen tree block the route, and they must hike to their destination. however, a psychot killer lurk in the woods, and he ha a horribl fate in mind for each of the co-workers. christophersmith"
3125,3126,7006,White Noise 2: The Light,2007,0,"thriller drama horror nathanfillion kateesackhoff craigfairbrass brightlightpictur goldcirclefilm canada unitedstatesofamerica suicid murder a man' famili brought back from the verg of death, he then discov he can identifi peopl who are about to die. patricklussi"
3142,3143,667,You Only Live Twice,1967,111584787,action thriller adventur seanconneri akikowakabayashi karindor eonproduct unitedkingdom londonengland japan england a mysteri space craft kidnap a russian and american space capsul and bring the world on the verg of anoth world war. jame bond investig the case in japan and meet with hi archenemi blofeld. the fifth film from the legendari jame bond seri star sean conneri as the british super agent. lewisgilbert
3171,3172,6521,The Contender,2000,0,"drama thriller garyoldman joanallen jeffbridg battleplanproduct dreamworkspictur germani unitedkingdom unitedstatesofamerica polit suspens polit thriller about lain hanson' nomin and confirm as vice president. an alleg that she wa involv in a sexual orgi at the age of 19 is leak to the press. as pressur mount on laine, she' torn between fight back or stick to her principl and refus to comment on the allegations. rodluri"
3173,3174,1621,Trading Places,1983,90400000,comedi eddiemurphi danaykroyd jamieleecurti paramountpictur cinemagroupventur unitedstatesofamerica christmastre fromragstorich broker a snobbish investor and a wili street con-artist find their posit revers as part of a bet by two callou millionaires. johnlandi
3179,3180,1619,The Way of the Gun,2000,19125401,"action crime drama beniciodeltoro ryanphillipp juliettelewi unitedstatesofamerica gunsling mexico hotel parker and longbaugh are a pair of low-level petti criminals, live off the grid and fund their exist through unconvent and often illeg means. want to move past petti crime, they vow to get the proverbi ""big score. christophermcquarri"
3209,3210,1547,The Lost Boys,1987,32222567,horror comedi jasonpatr coreyhaim coreyfeldman warnerbros. unitedstatesofamerica streetgang smalltown vampir a mother and her two teenag son move to a seemingli nice and quiet small coastal california town yet soon find out that it' overrun by bike gang and vampires. a coupl of teenag friend take it upon themselv to hunt down the vampir that they suspect of a few mysteri murder and restor peac and calm to their town. joelschumach
3226,3227,1116,The Wind That Shakes the Barley,2006,22889018,"drama histori war cillianmurphi pádraicdelaney liamcunningham bimdistribuzion matadorpictur diaphanafilm ireland unitedkingdom germani londonengland brotherbrotherrelationship england set dure the 1920’ irish revolut against the british, an irish medic student is about to start hi new job in london – but after he wit the mercenari atroc of the british, he decid to join hi brother in the ira to fight for irish independence. kenloach"
3231,3232,680,Pulp Fiction,1994,213928762,"thriller crime johntravolta samuell.jackson umathurman miramaxfilm abandapart jerseyfilm unitedstatesofamerica transport brothel drugdeal a burger-lov hit man, hi philosoph partner, a drug-addl gangster' moll and a washed-up boxer converg in thi sprawling, comed crime caper. their adventur unfurl in three stori that ingeni trip back and forth in time. quentintarantino"
3238,3239,235,Stand by Me,1986,52287414,"crime drama wilwheaton riverphoenix coreyfeldman columbiapictur actiiicommun thebodi unitedstatesofamerica basedonnovel friendship comingofag after the death of a friend, a writer recount a boyhood journey to find the bodi of a miss boy. robrein"
3239,3240,170,28 Days Later,2002,82719885,"horror thriller sciencefict cillianmurphi naomieharri noahhuntley dnafilm britishfilmcouncil unitedkingdom londonengland manchesterc submachinegun twenty-eight day after a killer viru wa accident unleash from a british research facility, a small group of london survivor are caught in a desper struggl to protect themselv from the infected. carri by anim and humans, the viru turn those it infect into homicid maniac -- and it' absolut imposs to contain. dannyboyl"
3250,3251,668,On Her Majesty's Secret Service,1969,81974493,"adventur action thriller georgelazenbi dianarigg tellysavala unitedartist eonproduct danjaq unitedkingdom unitedstatesofamerica londonengland suicid england jame bond track archnemesi ernst blofeld to a mountaintop retreat where he' train an armi of beauti but lethal women. along the way, bond fall for italian contessa traci draco -- and marri her in order to get closer to blofeld. meanwhile, he locat blofeld in the alp and embark on a classic ski chase. peterr.hunt"
3256,3257,1359,American Psycho,2000,34266564,"thriller drama crime christianbal willemdafo jaredleto lionsgatefilm edwardr.pressmanfilm museproduct canada unitedstatesofamerica basedonnovel wallstreet psychopath a wealthi new york invest bank execut hide hi altern psychopath ego from hi co-work and friend as he escal deeper into hi illogical, gratuit fantasies. maryharron"
3275,3276,43923,It's Kind of a Funny Story,2010,6491240,comedi drama keirgilchrist emmarobert zachgalifianaki focusfeatur unitedstatesofamerica suicid depress independentfilm a clinic depress teenag get a new start after he check himself into an adult psychiatr ward. ryanfleck
3278,3279,26306,Prefontaine,1997,589304,"drama romanc jaredleto r.leeermey edo'neil hollywoodpictur unitedstatesofamerica oregon olympicgam sport it' the true-lif stori of legendari track star steve prefontaine, the excit and sometim controversi ""jame dean of track,"" whose spirit captur the heart of the nation! cocky, charismatic, and tough, ""pre"" wa a run rebel who defi rules, push limit ... and smash record ... stevejam"
3291,3292,36597,Wuthering Heights,2009,0,drama tomhardi charlotteriley andrewlincoln womandirector foundl heathcliff is rais by the wealthi earnshaw in yorkshir but in later life launch a vendetta against the family. cokygiedroyc
3328,3329,45650,The Hole,2009,0,"thriller adventur fantasi chrismassoglia haleybennett nathangambl boldfilm benderspink unitedstatesofamerica basement hole littlebroth after move into a new neighbourhood, brother dane &amp; luca and their neighbour juli discov a bottomless hole in the basement of their home. they find that onc the hole is exposed, evil is unleashed. with strang shadow lurk around everi corner and nightmar come to life, they are forc to come face to face with their darkest fear to put an end to the mysteri of the hole. joedant"
3331,3332,25941,Harry Brown,2009,10329747,thriller crime drama michaelcain emilymortim iainglen hanwayfilm ukfilmcouncil marvfilm unitedkingdom self-defens widow an elderli ex-serviceman and widow look to aveng hi best friend' murder by dole out hi own form of justice. danielbarb
3335,3336,681,Diamonds Are Forever,1971,116019547,adventur action thriller seanconneri jillst.john charlesgray unitedartist eonproduct danjaq unitedkingdom unitedstatesofamerica spi fight secretorgan diamond are stolen onli to be sold again in the intern market. jame bond infiltr a smuggl mission to find out who’ guilty. the mission take him to la vega where bond meet hi archenemi blofeld. guyhamilton
3336,3337,238,The Godfather,1972,245066411,"drama crime marlonbrando alpacino jamescaan paramountpictur alfranproduct unitedstatesofamerica itali loveatfirstsight lossoffath span the year 1945 to 1955, a chronicl of the fiction italian-american corleon crime family. when organ crime famili patriarch, vito corleon bare surviv an attempt on hi life, hi youngest son, michael step in to take care of the would-b killers, launch a campaign of bloodi revenge. francisfordcoppola"
3337,3338,535,Flashdance,1983,92921203,drama music romanc jenniferb michaelnouri liliaskala paramountpictur unitedstatesofamerica danc danc locksmith the popular 1980’ danc movi that depict the life of an exot dancer with a side job as a welder who true desir is to get into ballet school. it’ her dream to be a profession dancer and now is her chance. the film ha a great soundtrack with an oscar win song. adrianlyn
3355,3356,2074,Flirting with Disaster,1996,14702438,"comedi romanc benstil patriciaarquett téaleoni miramaxfilm unitedstatesofamerica lsd lookingforbirthpar half-broth adopt as a child, new father mel colpin (ben stiller) decid he cannot name hi son until he know hi birth parents, and determin to make a cross-countri quest to find them. accompani by hi wife, nanci (patricia arquette), and an inept yet gorgeou adopt agent, tina (tea leoni), he depart on an epic road trip that quickli devolv into a farc of mistaken identities, wrong turns, and overzeal and love-struck atf agent (josh brolin, richard jenkins). davido.russel"
3356,3357,1696,The Devil's Rejects,2005,0,"drama horror crime sidhaig billmoseley sherimoonzombi lionsgatefilm cinerentamedienbeteiligungskg firmfilm germani unitedstatesofamerica sadist kill fire the sequel to hous of 1000 corps – the firefli famili are ambush at their isol home by sheriff wydel and a squad of arm men gun blaze – yet onli oti and hi sister, baby, manag to escap the barrag of bullet unharmed. hide out in a backwat motel, the want sibl wait to rendezv with their errant father, captain spaulding, kill whoever happen to stand in their way. robzombi"
3359,3360,2662,House of 1000 Corpses,2003,16829545,horror sidhaig billmoseley sherimoonzombi universalpictur spectacleentertainmentgroup unitedstatesofamerica upperclass halloween psychopath two teenag coupl travel across the backwood of texa search for urban legend of serial killer end up as prison of a bizarr and sadist backwat famili of serial killers. robzombi
3419,3420,650,Boyz n the Hood,1991,57504069,crime drama laurencefishburn cubagoodingjr. icecub columbiapicturescorpor unitedstatesofamerica streetgang blackpeopl rapmus boyz n the hood is the popular and success film and social critic from john singleton about the condit in south central lo angel where teenag are involv in gun fight and drug deal on a daili basis. johnsingleton
3425,3426,8998,Friends with Money,2006,13368437,"comedi drama romanc catherinekeen jasonisaac timmsharp sonypictur unitedstatesofamerica midlifecrisi marriag money after she quit her lucr job, olivia find herself unsur about her futur and her relationship with her success and wealthi friends. nicoleholofcen"
3430,3431,4836,Layer Cake,2004,11850214,"drama thriller crime danielcraig tomhardi colmmeaney sonypicturesclass marvfilm unitedkingdom kidnap ecstasi drugtraff when a seemingli straight-forward drug deal goe awry, xxxx ha to break hi die-hard rule and turn up the heat, not onli to outwit the old regim and come out on top, but to save hi own skin... matthewvaughn"
3438,3439,218,The Terminator,1984,78371200,"action thriller sciencefict arnoldschwarzenegg michaelbiehn lindahamilton orionpictur pacificwestern hemdalefilm unitedkingdom unitedstatesofamerica savingtheworld artificialintellig rebel in the post-apocalypt future, reign tyrann supercomput teleport a cyborg assassin known as the ""terminator"" back to 1984 to kill sarah connor, whose unborn son is destin to lead insurg against 21st centuri mechan hegemony. meanwhile, the human-resist movement dispatch a lone warrior to safeguard sarah. can he stop the virtual indestruct kill machine? jamescameron"
3439,3440,338,"Good bye, Lenin!",2003,79384880,comedi drama romanc danielbrühl katrinsass chulpankhamatova wdr art x-filmecreativepool germani bureaucraci berlinwal policest an affection and refresh east/west-germani comedi about a boy who’ mother wa in a coma while the berlin wall fell and when she wake up he must tri to keep her from learn what happen (sinc she wa an avid communist supporter) to avoid shock her which could lead to anoth heart attack. wolfgangbeck
3443,3444,621,Grease,1978,181813770,"romanc johntravolta olivianewton-john stockardchan paramountpictur robertstigwoodorganization(rso) unitedstatesofamerica flyingcar streetgang run australian good girl sandi and greaser danni fell in love over the summer. but when they unexpectedli discov they'r now in the same high school, will they be abl to rekindl their romanc despit their eccentr friends? randalkleis"
3459,3460,1103,Escape from New York,1981,50244700,"sciencefict action kurtrussel leevancleef ernestborgnin avcoembassypictur goldcrestfilmsintern internationalfilminvestor unitedstatesofamerica taxi streetgang usapresid in 1997, the island of manhattan ha been wall off and turn into a giant maximum secur prison within which the country' worst crimin are left to form their own anarch society. however, when the presid of the unit state crash land on the island, the author turn to a former soldier and current convict, snake plissken, to rescu him. johncarpent"
3467,3468,1523,The Last King of Scotland,2006,48027970,"drama forestwhitak jamesmcavoy simonmcburney foxsearchlightpictur cowboyfilm dnafilm unitedkingdom germani unitedstatesofamerica dictat 1970 gener young scottish doctor, nichola garrigan decid it' time for an adventur after he finish hi formal education, so he decid to tri hi luck in uganda, and arriv dure the downfal of presid obote. gener idi amin come to power and ask garrigan to becom hi person doctor. kevinmacdonald"
3537,3538,925,Do the Right Thing,1989,37295445,"drama dannyaiello ossiedavi rubyde universalpictur 40acres&amulefilmwork unitedstatesofamerica blackpeopl italo-american policebrut on the hottest day of the year on a street in the bedford-stuyves section of brooklyn, everyone' hate and bigotri smolder and build until it explod into violence. spikele"
3567,3568,173,"20,000 Leagues Under the Sea",1954,28200000,"adventur drama sciencefict kirkdougla jamesmason paulluka waltdisneyproduct unitedstatesofamerica dive ocean submarin a ship sent to investig a wave of mysteri sink encount the advanc submarine, the nautilus, command by captain nemo. richardfleisch"
3569,3570,1955,The Elephant Man,1980,26010864,"drama histori anthonyhopkin johnhurt annebancroft brooksfilm unitedkingdom unitedstatesofamerica exploit biographi hospit a victorian surgeon rescu a heavili disfigur man be mistreat by hi ""owner"" as a side-show freak. behind hi monstrou façade, there is reveal a person of great intellig and sensitivity. base on the true stori of joseph merrick (call john merrick in the film), a sever deform man in 19th centuri london. davidlynch"
3575,3576,71,Billy Elliot,2000,110000000,"drama comedi music jamiebel juliewalt jeanheywood bbcfilm tigeraspectproduct studiocan franc unitedkingdom workers'quart dancingclass strike set against the background of the 1984 miner' strike, billi elliot is an 11 year old boy who stumbl out of the box ring and onto the ballet floor. he face mani trial and triumph as he strive to conquer hi family' set ways, inner conflict, and stand on hi toes! stephendaldri"
3596,3597,747,Shaun of the Dead,2004,30039392,"horror comedi simonpegg nickfrost kateashfield universalpictur bigtalkproduct studiocan unitedkingdom unitedstatesofamerica franc recordcollect flower chees shaun live a suprem unev life, which revolv around hi girlfriend, hi mother, and, abov all, hi local pub. thi gentl routin is threaten when the dead return to life and make strenuou attempt to snack on ordinari londoners. edgarwright"
3629,3630,3028,Jekyll and Hyde ... Together Again,1982,0,comedi horror sciencefict markblankfield bessarmstrong kristaerrickson unitedstatesofamerica doublelif music jekyllandhyd dr. jekyl (mark blankfield) inhal white powder and becom an obnoxi southern californian. jerrybelson
3630,3631,1024,Heavenly Creatures,1994,3049135,"drama fantasi melanielynskey katewinslet sarahpeirs wingnutfilm miramaxfilm newzealandfilmcommiss newzealand mother sex secret base on the true stori of juliet hulm and paulin parker, two close friend who share a love of fantasi and literature, who conspir to kill pauline' mother when she tri to end the girls' intens and obsess relationship. peterjackson"
3634,3635,4553,The Machinist,2004,8203235,"thriller drama christianbal jenniferjasonleigh aitanasánchez-gijón filmaxentertain castelaoproduccion canal+españa unitedstatesofamerica spain factori insomnia postit the machinist is the stori of trevor reznik, a lathe-oper who is die of insomnia. in a machin shop, occup hazard are bad enough under normal circumstances; yet for trevor the risk are compound by fatigue. trevor ha lost the abil to sleep. thi is no ordinari insomnia... bradanderson"
3638,3639,1415,Party Monster,2003,742898,"comedi drama crime sethgreen macaulayculkin chloësevigni contentfilm netherland unitedstatesofamerica newyork hotel basedonnovel the new york club scene of the 80 and 90 wa a world like no other. into thi candy-colored, mirror ball playground step michael alig, a wannab from nowher special. under the watch eye of veteran club kid jame st. james, alig quickli rose to the top... and there wa no place to go but down. fentonbailey"
